background_cell_count,background_energy_increase_db,false_alarm_count,hit_count,input_type,mask_name,measured_pfa,mse_db_to_clean,mse_power_to_clean,noise_floor_change_db,pd,protocol,sir_name,source_sequence,split_definition,target_count,target_peak_abs_bias_db_mean,target_peak_bias_db_mean,target_pfa,target_sir_db,test_frame_count,threshold_source
10839,0.0,113,160,clean,default,0.01042531598855983,0.0,0.0,0.0,0.5925925925925926,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,0.0,0.0,0.01,,120,input_specific_validation_background
3326,0.0,36,55,clean,default,0.010823812387251955,0.0,0.0,0.0,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,0.0,0.0,0.01,,40,input_specific_validation_background
10839,0.0,17,134,clean,default,0.0015684103699603285,0.0,0.0,0.0,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,0.0,0.0,0.001,,120,input_specific_validation_background
3326,0.0,8,42,clean,default,0.0024052916416115455,0.0,0.0,0.0,0.358974358974359,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,0.0,0.0,0.001,,40,input_specific_validation_background
11481,-0.0534743284966522,121,126,mse_model_clean,narrow,0.010539151641843046,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.4666666666666667,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,0.03303427405380831,-0.027723257296861877,0.01,,120,input_specific_validation_background
3577,-0.0534743284966522,41,52,mse_model_clean,narrow,0.011462119094213028,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.4444444444444444,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,0.03303427405380831,-0.027723257296861877,0.01,,40,input_specific_validation_background
11481,-0.0534743284966522,15,104,mse_model_clean,narrow,0.0013065064018813691,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.3851851851851852,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,0.03303427405380831,-0.027723257296861877,0.001,,120,input_specific_validation_background
3577,-0.0534743284966522,7,39,mse_model_clean,narrow,0.0019569471624266144,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.3333333333333333,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,0.03303427405380831,-0.027723257296861877,0.001,,40,input_specific_validation_background
11481,-0.0534743284966522,121,126,mse_model_clean,narrow,0.010539151641843046,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.4666666666666667,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,0.03303427405380831,-0.027723257296861877,0.01,,120,input_specific_validation_background
3577,-0.0534743284966522,41,52,mse_model_clean,narrow,0.011462119094213028,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.4444444444444444,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,0.03303427405380831,-0.027723257296861877,0.01,,40,input_specific_validation_background
11481,-0.0534743284966522,15,104,mse_model_clean,narrow,0.0013065064018813691,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.3851851851851852,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,0.03303427405380831,-0.027723257296861877,0.001,,120,input_specific_validation_background
3577,-0.0534743284966522,7,39,mse_model_clean,narrow,0.0019569471624266144,0.037077187923062346,3768808581.07284,-0.0330111148293426,0.3333333333333333,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,0.03303427405380831,-0.027723257296861877,0.001,,40,input_specific_validation_background
10839,-0.05398372847846811,113,161,mse_model_clean,default,0.01042531598855983,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.5962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,0.033096799713563205,-0.02697911275409631,0.01,,120,input_specific_validation_background
3326,-0.05398372847846811,36,55,mse_model_clean,default,0.010823812387251955,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,0.033096799713563205,-0.02697911275409631,0.01,,40,input_specific_validation_background
10839,-0.05398372847846811,15,134,mse_model_clean,default,0.0013838915029061722,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,0.033096799713563205,-0.02697911275409631,0.001,,120,input_specific_validation_background
3326,-0.05398372847846811,7,42,mse_model_clean,default,0.0021046301864101023,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.358974358974359,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,0.033096799713563205,-0.02697911275409631,0.001,,40,input_specific_validation_background
10839,-0.05398372847846811,113,161,mse_model_clean,default,0.01042531598855983,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.5962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,0.033096799713563205,-0.02697911275409631,0.01,,120,input_specific_validation_background
3326,-0.05398372847846811,36,55,mse_model_clean,default,0.010823812387251955,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,0.033096799713563205,-0.02697911275409631,0.01,,40,input_specific_validation_background
10839,-0.05398372847846811,15,134,mse_model_clean,default,0.0013838915029061722,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,0.033096799713563205,-0.02697911275409631,0.001,,120,input_specific_validation_background
3326,-0.05398372847846811,7,42,mse_model_clean,default,0.0021046301864101023,0.037077187923062346,3768808581.07284,-0.030401570275451206,0.358974358974359,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,0.033096799713563205,-0.02697911275409631,0.001,,40,input_specific_validation_background
11481,8.982330614536874,118,189,bce_model_clean,narrow,0.010277850361466771,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.7,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,5.491277166365006,1.8920908359846986,0.01,,120,input_specific_validation_background
3577,8.982330614536874,14,70,bce_model_clean,narrow,0.003913894324853229,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.5982905982905983,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,5.491277166365006,1.8920908359846986,0.01,,40,input_specific_validation_background
11481,8.982330614536874,10,108,bce_model_clean,narrow,0.0008710042679209128,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.4,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,5.491277166365006,1.8920908359846986,0.001,,120,input_specific_validation_background
3577,8.982330614536874,1,39,bce_model_clean,narrow,0.0002795638803466592,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.3333333333333333,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,5.491277166365006,1.8920908359846986,0.001,,40,input_specific_validation_background
11481,8.982330614536874,118,189,bce_model_clean,narrow,0.010277850361466771,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.7,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,5.491277166365006,1.8920908359846986,0.01,,120,input_specific_validation_background
3577,8.982330614536874,14,70,bce_model_clean,narrow,0.003913894324853229,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.5982905982905983,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,5.491277166365006,1.8920908359846986,0.01,,40,input_specific_validation_background
11481,8.982330614536874,10,108,bce_model_clean,narrow,0.0008710042679209128,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.4,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,5.491277166365006,1.8920908359846986,0.001,,120,input_specific_validation_background
3577,8.982330614536874,1,39,bce_model_clean,narrow,0.0002795638803466592,96.64645045885668,5.597346629024708e+18,-0.156770704115182,0.3333333333333333,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,5.491277166365006,1.8920908359846986,0.001,,40,input_specific_validation_background
10839,9.179430182097803,117,215,bce_model_clean,default,0.010794353722668144,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.7962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,4.600021001170156,2.614688750083525,0.01,,120,input_specific_validation_background
3326,9.179430182097803,10,81,bce_model_clean,default,0.003006614552014432,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.6923076923076923,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,4.600021001170156,2.614688750083525,0.01,,40,input_specific_validation_background
10839,9.179430182097803,7,122,bce_model_clean,default,0.000645816034689547,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.45185185185185184,D2A_fixed_pfa,,2019_04_30_mlms000,clean_peak_percentile,270,4.600021001170156,2.614688750083525,0.001,,120,input_specific_validation_background
3326,9.179430182097803,0,44,bce_model_clean,default,0.0,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.37606837606837606,D2A_fixed_pfa,,2019_04_30_mlms001,clean_peak_percentile,117,4.600021001170156,2.614688750083525,0.001,,40,input_specific_validation_background
10839,9.179430182097803,117,215,bce_model_clean,default,0.010794353722668144,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.7962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,4.600021001170156,2.614688750083525,0.01,,120,input_specific_validation_background
3326,9.179430182097803,10,81,bce_model_clean,default,0.003006614552014432,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.6923076923076923,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,4.600021001170156,2.614688750083525,0.01,,40,input_specific_validation_background
10839,9.179430182097803,7,122,bce_model_clean,default,0.000645816034689547,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.45185185185185184,D2A_fixed_pfa,,2019_04_30_mlms000,cfar_margin,270,4.600021001170156,2.614688750083525,0.001,,120,input_specific_validation_background
3326,9.179430182097803,0,44,bce_model_clean,default,0.0,96.64645045885668,5.597346629024708e+18,-0.08276194437369355,0.37606837606837606,D2A_fixed_pfa,,2019_04_30_mlms001,cfar_margin,117,4.600021001170156,2.614688750083525,0.001,,40,input_specific_validation_background
11481,0.28870956359188377,116,120,interfered,narrow,0.01010364950788259,0.6745954173776785,6931476138.267835,0.03738481101893143,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.002880513961160191,0.0021045737753257925,0.01,10.0,120,input_specific_validation_background
3577,0.28870956359188377,40,50,interfered,narrow,0.01118255521386637,0.6745954173776785,6931476138.267835,0.03738481101893143,0.42735042735042733,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.002880513961160191,0.0021045737753257925,0.01,10.0,40,input_specific_validation_background
11481,0.28870956359188377,17,101,interfered,narrow,0.0014807072554655519,0.6745954173776785,6931476138.267835,0.03738481101893143,0.37407407407407406,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.002880513961160191,0.0021045737753257925,0.001,10.0,120,input_specific_validation_background
3577,0.28870956359188377,8,39,interfered,narrow,0.0022365110427732737,0.6745954173776785,6931476138.267835,0.03738481101893143,0.3333333333333333,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.002880513961160191,0.0021045737753257925,0.001,10.0,40,input_specific_validation_background
11481,0.28870956359188377,116,120,interfered,narrow,0.01010364950788259,0.6745954173776785,6931476138.267835,0.03738481101893143,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.002880513961160191,0.0021045737753257925,0.01,10.0,120,input_specific_validation_background
3577,0.28870956359188377,40,50,interfered,narrow,0.01118255521386637,0.6745954173776785,6931476138.267835,0.03738481101893143,0.42735042735042733,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.002880513961160191,0.0021045737753257925,0.01,10.0,40,input_specific_validation_background
11481,0.28870956359188377,17,101,interfered,narrow,0.0014807072554655519,0.6745954173776785,6931476138.267835,0.03738481101893143,0.37407407407407406,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.002880513961160191,0.0021045737753257925,0.001,10.0,120,input_specific_validation_background
3577,0.28870956359188377,8,39,interfered,narrow,0.0022365110427732737,0.6745954173776785,6931476138.267835,0.03738481101893143,0.3333333333333333,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.002880513961160191,0.0021045737753257925,0.001,10.0,40,input_specific_validation_background
10839,0.29645568367832315,107,156,interfered,default,0.009871759387397362,0.6745954173776785,6931476138.267835,0.039863918815875365,0.5777777777777777,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.0028201166826088237,0.0020052056815415926,0.01,10.0,120,input_specific_validation_background
3326,0.29645568367832315,37,55,interfered,default,0.011124473842453398,0.6745954173776785,6931476138.267835,0.039863918815875365,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.0028201166826088237,0.0020052056815415926,0.01,10.0,40,input_specific_validation_background
10839,0.29645568367832315,17,130,interfered,default,0.0015684103699603285,0.6745954173776785,6931476138.267835,0.039863918815875365,0.48148148148148145,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.0028201166826088237,0.0020052056815415926,0.001,10.0,120,input_specific_validation_background
3326,0.29645568367832315,8,42,interfered,default,0.0024052916416115455,0.6745954173776785,6931476138.267835,0.039863918815875365,0.358974358974359,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.0028201166826088237,0.0020052056815415926,0.001,10.0,40,input_specific_validation_background
10839,0.29645568367832315,107,156,interfered,default,0.009871759387397362,0.6745954173776785,6931476138.267835,0.039863918815875365,0.5777777777777777,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.0028201166826088237,0.0020052056815415926,0.01,10.0,120,input_specific_validation_background
3326,0.29645568367832315,37,55,interfered,default,0.011124473842453398,0.6745954173776785,6931476138.267835,0.039863918815875365,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.0028201166826088237,0.0020052056815415926,0.01,10.0,40,input_specific_validation_background
10839,0.29645568367832315,17,130,interfered,default,0.0015684103699603285,0.6745954173776785,6931476138.267835,0.039863918815875365,0.48148148148148145,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.0028201166826088237,0.0020052056815415926,0.001,10.0,120,input_specific_validation_background
3326,0.29645568367832315,8,42,interfered,default,0.0024052916416115455,0.6745954173776785,6931476138.267835,0.039863918815875365,0.358974358974359,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.0028201166826088237,0.0020052056815415926,0.001,10.0,40,input_specific_validation_background
11481,-0.020643251454133486,121,126,mse_output,narrow,0.010539151641843046,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.4666666666666667,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.03840419970922897,0.00011835271641809569,0.01,10.0,120,input_specific_validation_background
3577,-0.020643251454133486,40,52,mse_output,narrow,0.01118255521386637,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.03840419970922897,0.00011835271641809569,0.01,10.0,40,input_specific_validation_background
11481,-0.020643251454133486,15,104,mse_output,narrow,0.0013065064018813691,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.3851851851851852,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.03840419970922897,0.00011835271641809569,0.001,10.0,120,input_specific_validation_background
3577,-0.020643251454133486,7,39,mse_output,narrow,0.0019569471624266144,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.3333333333333333,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.03840419970922897,0.00011835271641809569,0.001,10.0,40,input_specific_validation_background
11481,-0.020643251454133486,121,126,mse_output,narrow,0.010539151641843046,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.4666666666666667,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.03840419970922897,0.00011835271641809569,0.01,10.0,120,input_specific_validation_background
3577,-0.020643251454133486,40,52,mse_output,narrow,0.01118255521386637,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.03840419970922897,0.00011835271641809569,0.01,10.0,40,input_specific_validation_background
11481,-0.020643251454133486,15,104,mse_output,narrow,0.0013065064018813691,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.3851851851851852,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.03840419970922897,0.00011835271641809569,0.001,10.0,120,input_specific_validation_background
3577,-0.020643251454133486,7,39,mse_output,narrow,0.0019569471624266144,0.037197092841276244,4828063491.691271,-0.01164702217574387,0.3333333333333333,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.03840419970922897,0.00011835271641809569,0.001,10.0,40,input_specific_validation_background
10839,-0.020954414138171958,112,161,mse_output,default,0.010333056555032753,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.5962962962962963,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.04012157080009925,0.0002376464223990549,0.01,10.0,120,input_specific_validation_background
3326,-0.020954414138171958,36,56,mse_output,default,0.010823812387251955,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.47863247863247865,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.04012157080009925,0.0002376464223990549,0.01,10.0,40,input_specific_validation_background
10839,-0.020954414138171958,15,133,mse_output,default,0.0013838915029061722,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.4925925925925926,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,0.04012157080009925,0.0002376464223990549,0.001,10.0,120,input_specific_validation_background
3326,-0.020954414138171958,7,42,mse_output,default,0.0021046301864101023,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.358974358974359,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,0.04012157080009925,0.0002376464223990549,0.001,10.0,40,input_specific_validation_background
10839,-0.020954414138171958,112,161,mse_output,default,0.010333056555032753,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.5962962962962963,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.04012157080009925,0.0002376464223990549,0.01,10.0,120,input_specific_validation_background
3326,-0.020954414138171958,36,56,mse_output,default,0.010823812387251955,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.47863247863247865,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.04012157080009925,0.0002376464223990549,0.01,10.0,40,input_specific_validation_background
10839,-0.020954414138171958,15,133,mse_output,default,0.0013838915029061722,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.4925925925925926,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,0.04012157080009925,0.0002376464223990549,0.001,10.0,120,input_specific_validation_background
3326,-0.020954414138171958,7,42,mse_output,default,0.0021046301864101023,0.037197092841276244,4828063491.691271,-0.009983692236438912,0.358974358974359,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,0.04012157080009925,0.0002376464223990549,0.001,10.0,40,input_specific_validation_background
11481,9.238135043441085,119,189,ordinary_bce_output,narrow,0.010364950788258862,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.7,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,5.473712804401366,1.9117273785898485,0.01,10.0,120,input_specific_validation_background
3577,9.238135043441085,18,70,ordinary_bce_output,narrow,0.005032149846239866,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.5982905982905983,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,5.473712804401366,1.9117273785898485,0.01,10.0,40,input_specific_validation_background
11481,9.238135043441085,12,115,ordinary_bce_output,narrow,0.0010452051215050953,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.42592592592592593,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,5.473712804401366,1.9117273785898485,0.001,10.0,120,input_specific_validation_background
3577,9.238135043441085,1,38,ordinary_bce_output,narrow,0.0002795638803466592,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.3247863247863248,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,5.473712804401366,1.9117273785898485,0.001,10.0,40,input_specific_validation_background
11481,9.238135043441085,119,189,ordinary_bce_output,narrow,0.010364950788258862,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.7,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,5.473712804401366,1.9117273785898485,0.01,10.0,120,input_specific_validation_background
3577,9.238135043441085,18,70,ordinary_bce_output,narrow,0.005032149846239866,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.5982905982905983,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,5.473712804401366,1.9117273785898485,0.01,10.0,40,input_specific_validation_background
11481,9.238135043441085,12,115,ordinary_bce_output,narrow,0.0010452051215050953,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.42592592592592593,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,5.473712804401366,1.9117273785898485,0.001,10.0,120,input_specific_validation_background
3577,9.238135043441085,1,38,ordinary_bce_output,narrow,0.0002795638803466592,95.97859993462919,3.2924473408499778e+19,-0.07307945331498189,0.3247863247863248,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,5.473712804401366,1.9117273785898485,0.001,10.0,40,input_specific_validation_background
10839,9.43817784244078,110,214,ordinary_bce_output,default,0.010148537687978595,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.7925925925925926,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,4.5931333750227985,2.6182626803143165,0.01,10.0,120,input_specific_validation_background
3326,9.43817784244078,13,82,ordinary_bce_output,default,0.0039085989176187615,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.7008547008547008,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,4.5931333750227985,2.6182626803143165,0.01,10.0,40,input_specific_validation_background
10839,9.43817784244078,9,136,ordinary_bce_output,default,0.0008303349017437033,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.5037037037037037,D2A_fixed_pfa,light,2019_04_30_mlms000,clean_peak_percentile,270,4.5931333750227985,2.6182626803143165,0.001,10.0,120,input_specific_validation_background
3326,9.43817784244078,1,46,ordinary_bce_output,default,0.0003006614552014432,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.39316239316239315,D2A_fixed_pfa,light,2019_04_30_mlms001,clean_peak_percentile,117,4.5931333750227985,2.6182626803143165,0.001,10.0,40,input_specific_validation_background
10839,9.43817784244078,110,214,ordinary_bce_output,default,0.010148537687978595,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.7925925925925926,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,4.5931333750227985,2.6182626803143165,0.01,10.0,120,input_specific_validation_background
3326,9.43817784244078,13,82,ordinary_bce_output,default,0.0039085989176187615,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.7008547008547008,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,4.5931333750227985,2.6182626803143165,0.01,10.0,40,input_specific_validation_background
10839,9.43817784244078,9,136,ordinary_bce_output,default,0.0008303349017437033,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.5037037037037037,D2A_fixed_pfa,light,2019_04_30_mlms000,cfar_margin,270,4.5931333750227985,2.6182626803143165,0.001,10.0,120,input_specific_validation_background
3326,9.43817784244078,1,46,ordinary_bce_output,default,0.0003006614552014432,95.97859993462919,3.2924473408499778e+19,-0.005630244409566387,0.39316239316239315,D2A_fixed_pfa,light,2019_04_30_mlms001,cfar_margin,117,4.5931333750227985,2.6182626803143165,0.001,10.0,40,input_specific_validation_background
11481,2.0971774755841883,114,104,interfered,narrow,0.009929448654298406,6.143305051511957,509901819674.9918,0.29228651906459646,0.3851851851851852,D2A_fixed_pfa,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.020527282327321632,0.01884018600334099,0.01,0.0,120,input_specific_validation_background
3577,2.0971774755841883,44,46,interfered,narrow,0.012300810735253005,6.143305051511957,509901819674.9918,0.29228651906459646,0.39316239316239315,D2A_fixed_pfa,medium,2019_04_30_mlms001,clean_peak_percentile,117,0.020527282327321632,0.01884018600334099,0.01,0.0,40,input_specific_validation_background
