baseline,final_train_loss,final_val_loss,has_nan_or_inf,initial_train_loss,initial_val_loss,lr,output_max_db,output_min_db,output_std_db,tiny_final_loss,tiny_initial_loss,tiny_loss_drop_fraction,train_input_mse_db,train_loss_drop_fraction,train_output_mse_db,val_input_mse_db,val_loss_drop_fraction,val_output_mse_db
mse,0.0029506958089768887,0.0028129492420703173,False,0.02661556750535965,0.011100418865680695,0.0015,73.35609335875256,39.49244599799982,3.785038534386895,0.0033467537723481655,0.24299976229667664,0.9862273372586178,4.341064623029471,0.8891364684077204,0.07314264171598882,3.665200084587684,0.7465907119264528,0.06972814521918794
