baseline,bce_temperature,bce_threshold,final_train_loss,final_val_loss,has_nan_or_inf,initial_train_loss,initial_val_loss,lr,output_max_db,output_min_db,output_std_db,tiny_final_loss,tiny_initial_loss,tiny_loss_drop_fraction,train_input_mse_db,train_loss_drop_fraction,train_output_mse_db,val_input_mse_db,val_loss_drop_fraction,val_output_mse_db
ordinary_bce,0.7,4.1612512870097,1.3840980529785156,0.7992367148399353,False,2.152939796447754,1.2931243181228638,0.0008,135.58981885861886,2.406483982388636,10.365797171563052,0.6738247275352478,1.0012263059616089,0.32700057567096624,4.341064623029471,0.35711251412500705,231.44200379828558,3.665200084587684,0.3819335823796662,97.41117266403091
