baseline,final_train_bce,final_train_loss,final_train_magmse,final_val_bce,final_val_loss,final_val_magmse,has_nan_or_inf,initial_train_loss,initial_val_loss,lambda_rec,lr,output_max_db,output_min_db,output_std_db,temperature,threshold,tiny_final_bce,tiny_final_loss,tiny_final_magmse,tiny_initial_loss,tiny_loss_drop_fraction,train_loss_drop_fraction,val_loss_drop_fraction,val_output_mse_db
mse_magmse,,0.0037521745543926954,,,0.004119922872632742,,False,0.03360115736722946,0.024814872071146965,,0.0015,73.19265667401169,39.62507032157936,3.743173760625332,,,,0.013912769965827465,,0.2410719096660614,0.94228788420393,0.888331984717523,0.8339736404515619,0.10203382043488674
pure_bce,1.074156403541565,1.074156403541565,178.0377197265625,0.6217673420906067,0.6217673420906067,59.0563850402832,False,1.4893101453781128,0.8632928729057312,0.0,0.0003,110.14547059281722,21.25016662464259,8.566181990684498,1.0,4.1612512870097,0.5573562383651733,0.5573562383651733,208.43487548828125,0.7492427229881287,0.2561072383294881,0.27875573340108195,0.2797724137373926,59.05638464780894
bce_rec_l0p1,1.3033725023269653,1.339205026626587,0.35832542181015015,0.6622961163520813,0.6789306402206421,0.1663450449705124,False,1.4576140642166138,0.7428129315376282,0.1,0.0003,73.63592343884329,39.51450220204117,3.7442751274030908,1.0,4.1612512870097,0.6629924774169922,0.7427529692649841,0.7976049184799194,1.3462803363800049,0.4482924921401121,0.08123483471852003,0.0860005104983152,0.16634504102189154
bce_rec_l0p5,1.3386116027832031,1.4131274223327637,0.14903166890144348,0.6680577993392944,0.7296104431152344,0.12310530990362167,False,1.8077257871627808,0.9949374198913574,0.5,0.0003,73.65180354971426,39.539820324113805,3.774036736120331,1.0,4.1612512870097,0.6729456186294556,1.0883641242980957,0.8308370113372803,3.7344305515289307,0.7085595489645661,0.21828441439082297,0.2666770507084712,0.12310531518913677
bce_rec_l1p0,1.3448411226272583,1.512444019317627,0.16760286688804626,0.6702078580856323,0.8176668286323547,0.1474589854478836,False,2.3754496574401855,1.3939142227172852,1.0,0.0003,73.83677883997007,39.53222316706757,3.7670279179479675,1.0,4.1612512870097,0.6758579611778259,1.4643418788909912,0.7884838581085205,6.719618320465088,0.7820796049633904,0.3633020112295473,0.41340233473018045,0.14745897673462133
