angle_total_width_bins,axis_sign,bin_mode,candidate,formula,hit_count,mean_abs_peak_angle_error_deg,mean_contrast_db,overlap_ratio,projection_hit_rate,range_mask_name,subset,target_count,unit_mode
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",10,73.19696989958193,6.751678589851625,0.0,0.04608294930875576,default,non_overlap_only_weak,217,degrees_correct
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",0,74.48837848967058,6.918191274007161,1.0,0.0,default,overlap_only_weak,45,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",24,65.76688000102152,7.2376734809974055,0.4392764857881137,0.06201550387596899,default,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,73.41877671849029,7.186796057315273,0.25190839694656486,0.04580152671755725,default,weak,262,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",6,50.410835908427224,7.303547231162467,0.7804878048780488,0.07317073170731707,default,mid,82,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",6,48.4273143176708,7.422051097071448,0.9302325581395349,0.13953488372093023,default,strong,43,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,69.70749113132216,7.180243336424535,0.0,0.061224489795918366,default,non_overlap_only_weak,196,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",0,84.44017028038351,7.206255652687767,1.0,0.0,default,overlap_only_weak,66,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",27,65.76688000102152,7.366598025772923,0.45478036175710596,0.06976744186046512,default,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",13,73.41877671849029,7.291378283318672,0.27099236641221375,0.04961832061068702,default,weak,262,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",7,50.410835908427224,7.485127472295994,0.7804878048780488,0.08536585365853659,default,mid,82,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",7,48.4273143176708,7.598880767822266,0.9534883720930233,0.16279069767441862,default,strong,43,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,68.99566853396134,7.246310828243875,0.0,0.06282722513089005,default,non_overlap_only_weak,191,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",1,85.31756070785687,7.412616084998762,1.0,0.014084507042253521,default,overlap_only_weak,71,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",31,65.76688000102152,7.2140770057067085,0.46511627906976744,0.08010335917312661,default,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",14,73.41877671849029,7.0492893830510495,0.27099236641221375,0.05343511450381679,default,weak,262,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",8,50.410835908427224,7.555631172366258,0.8170731707317073,0.0975609756097561,default,mid,82,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",9,48.4273143176708,7.566795970118323,0.9767441860465116,0.20930232558139536,default,strong,43,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",13,68.99566853396134,7.035181834435588,0.0,0.06806282722513089,default,non_overlap_only_weak,191,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",1,85.31756070785687,7.087240675805321,1.0,0.014084507042253521,default,overlap_only_weak,71,degrees_correct
1,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",18,69.46935754616432,6.541218878378856,0.10594315245478036,0.046511627906976744,wide,all,387,degrees_correct
1,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",8,76.3352143877463,6.305504084568398,0.0,0.03137254901960784,wide,weak,255,degrees_correct
1,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",3,52.18650030036645,6.689429803328081,0.2840909090909091,0.03409090909090909,wide,mid,88,degrees_correct
1,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",7,64.24431079677348,7.6108714017001065,0.36363636363636365,0.1590909090909091,wide,strong,44,degrees_correct
1,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",8,76.3352143877463,6.305504084568398,0.0,0.03137254901960784,wide,non_overlap_only_weak,255,degrees_correct
1,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_correct
2,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",22,69.46935754616432,7.02996203203226,0.3953488372093023,0.056847545219638244,wide,all,387,degrees_correct
2,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",10,76.3352143877463,6.838287562949985,0.2196078431372549,0.0392156862745098,wide,weak,255,degrees_correct
2,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",5,52.18650030036645,7.0833024978637695,0.7272727272727273,0.056818181818181816,wide,mid,88,degrees_correct
2,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",7,64.24431079677348,8.034121773459695,0.75,0.1590909090909091,wide,strong,44,degrees_correct
2,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",10,79.06771371810562,6.9197286672927625,0.0,0.05025125628140704,wide,non_overlap_only_weak,199,degrees_correct
2,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",0,66.62508283879086,6.548880781446185,1.0,0.0,wide,overlap_only_weak,56,degrees_correct
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",24,69.46935754616432,7.396404611355883,0.4625322997416021,0.06201550387596899,wide,all,387,degrees_correct
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",10,76.3352143877463,7.272908827837775,0.2627450980392157,0.0392156862745098,wide,weak,255,degrees_correct
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",7,52.18650030036645,7.2476513602516865,0.8295454545454546,0.07954545454545454,wide,mid,88,degrees_correct
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",7,64.24431079677348,8.409625313498758,0.8863636363636364,0.1590909090909091,wide,strong,44,degrees_correct
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",10,77.43423659553564,7.291275064995948,0.0,0.05319148936170213,wide,non_overlap_only_weak,188,degrees_correct
3,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",0,73.25139087932254,7.221373714617829,1.0,0.0,wide,overlap_only_weak,67,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",31,69.46935754616432,7.803300211903969,0.537467700258398,0.08010335917312661,wide,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,76.3352143877463,7.650866040996477,0.36470588235294116,0.047058823529411764,wide,weak,255,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",10,52.18650030036645,7.673272002827037,0.8409090909090909,0.11363636363636363,wide,mid,88,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",9,64.24431079677348,8.946781938726252,0.9318181818181818,0.20454545454545456,wide,strong,44,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,73.31767474144497,7.832031862235364,0.0,0.07407407407407407,wide,non_overlap_only_weak,162,degrees_correct
5,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",0,81.59157377162605,7.335286868515835,1.0,0.0,wide,overlap_only_weak,93,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",33,69.46935754616432,7.952478679883695,0.5762273901808785,0.08527131782945736,wide,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,76.3352143877463,7.737640276142195,0.4117647058823529,0.047058823529411764,wide,weak,255,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,52.18650030036645,7.953926996751265,0.8636363636363636,0.13636363636363635,wide,mid,88,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",9,64.24431079677348,9.194668249650435,0.9545454545454546,0.20454545454545456,wide,strong,44,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",12,72.37873639990262,7.83329216003418,0.0,0.08,wide,non_overlap_only_weak,150,degrees_correct
7,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",0,81.98732579895155,7.600994727725074,1.0,0.0,wide,overlap_only_weak,105,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",37,69.46935754616432,7.694828506588012,0.5943152454780362,0.09560723514211886,wide,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",14,76.3352143877463,7.386815044926662,0.4235294117647059,0.054901960784313725,wide,weak,255,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",13,52.18650030036645,7.890620751814409,0.8977272727272727,0.14772727272727273,wide,mid,88,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",10,64.24431079677348,9.088322032581676,0.9772727272727273,0.22727272727272727,wide,strong,44,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",13,73.49058557477166,7.412483552686211,0.0,0.08843537414965986,wide,non_overlap_only_weak,147,degrees_correct
10,normal,fftshift_linear_sin,atan2_py_px_current,"atan2(py, px)",1,80.20707027207291,7.351877353809498,1.0,0.009259259259259259,wide,overlap_only_weak,108,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,41.484644155978145,5.480835779076707,0.0,0.012919896640826873,narrow,all,387,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,43.802956800847205,5.655040960743594,0.0,0.0,narrow,weak,243,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",1,39.12345197310286,5.172934046962805,0.0,0.008771929824561403,narrow,mid,114,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,31.67884202746492,5.239800389607748,0.0,0.13333333333333333,narrow,strong,30,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,43.802956800847205,5.655040960743594,0.0,0.0,narrow,non_overlap_only_weak,243,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,41.484644155978145,6.002240577717468,0.0,0.020671834625323,narrow,all,387,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",1,43.802956800847205,6.148635503195932,0.0,0.00411522633744856,narrow,weak,243,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",1,39.12345197310286,5.68809445699056,0.0,0.008771929824561403,narrow,mid,114,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",6,31.67884202746492,6.010196940104167,0.0,0.2,narrow,strong,30,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",1,43.802956800847205,6.148635503195932,0.0,0.00411522633744856,narrow,non_overlap_only_weak,243,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,41.484644155978145,6.4266464075684855,0.025839793281653745,0.020671834625323,narrow,all,387,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",1,43.802956800847205,6.582665714216821,0.0,0.00411522633744856,narrow,weak,243,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",1,39.12345197310286,6.055068267019172,0.07017543859649122,0.008771929824561403,narrow,mid,114,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",6,31.67884202746492,6.574886957804362,0.06666666666666667,0.2,narrow,strong,30,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",1,43.802956800847205,6.582665714216821,0.0,0.00411522633744856,narrow,non_overlap_only_weak,243,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",10,41.484644155978145,7.060692878348575,0.031007751937984496,0.025839793281653745,narrow,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",2,43.802956800847205,7.170388398347078,0.0,0.00823045267489712,narrow,weak,243,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",2,39.12345197310286,6.701267175507128,0.07894736842105263,0.017543859649122806,narrow,mid,114,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",6,31.67884202746492,7.537976837158203,0.1,0.2,narrow,strong,30,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",2,43.802956800847205,7.170388398347078,0.0,0.00823045267489712,narrow,non_overlap_only_weak,243,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",14,41.484644155978145,7.503572813916268,0.031007751937984496,0.03617571059431524,narrow,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",3,43.802956800847205,7.557843447712714,0.0,0.012345679012345678,narrow,weak,243,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,39.12345197310286,7.22273073698345,0.07894736842105263,0.043859649122807015,narrow,mid,114,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",6,31.67884202746492,8.131180572509766,0.1,0.2,narrow,strong,30,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",3,43.802956800847205,7.557843447712714,0.0,0.012345679012345678,narrow,non_overlap_only_weak,243,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",19,41.484644155978145,8.054282176094153,0.031007751937984496,0.04909560723514212,narrow,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,43.802956800847205,8.122567824375482,0.0,0.0205761316872428,narrow,weak,243,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",7,39.12345197310286,7.767910974067554,0.07894736842105263,0.06140350877192982,narrow,mid,114,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",7,31.67884202746492,8.58937899271647,0.1,0.23333333333333334,narrow,strong,30,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,43.802956800847205,8.122567824375482,0.0,0.0205761316872428,narrow,non_overlap_only_weak,243,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",7,40.94176390391078,6.291265443313954,0.0,0.01808785529715762,default,all,387,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",3,43.5064145265996,6.505765667398467,0.0,0.011450381679389313,default,weak,262,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,37.20084862302947,5.936273528308403,0.0,0.0,default,mid,82,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,32.44912645944096,5.66127191587936,0.0,0.09302325581395349,default,strong,43,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",3,43.5064145265996,6.505765667398467,0.0,0.011450381679389313,default,non_overlap_only_weak,262,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,default,overlap_only_weak,0,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",10,40.94176390391078,6.751091259702539,0.015503875968992248,0.025839793281653745,default,all,387,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.5064145265996,6.955295024027351,0.0,0.015267175572519083,default,weak,262,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,37.20084862302947,6.365123283572313,0.07317073170731707,0.0,default,mid,82,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",6,32.44912645944096,6.242904929227607,0.0,0.13953488372093023,default,strong,43,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.5064145265996,6.955295024027351,0.0,0.015267175572519083,default,non_overlap_only_weak,262,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,default,overlap_only_weak,0,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",10,40.94176390391078,7.165031452819666,0.12919896640826872,0.025839793281653745,default,all,387,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.5064145265996,7.349766330864593,0.011450381679389313,0.015267175572519083,default,weak,262,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,37.20084862302947,6.778268534962724,0.35365853658536583,0.0,default,mid,82,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",6,32.44912645944096,6.776985434598701,0.4186046511627907,0.13953488372093023,default,strong,43,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.53151801464179,7.377620122607611,0.0,0.015444015444015444,default,non_overlap_only_weak,259,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,41.33914672562371,4.945055643717448,1.0,0.0,default,overlap_only_weak,3,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",16,40.94176390391078,7.7511691110694745,0.17054263565891473,0.041343669250646,default,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,43.5064145265996,7.843080753588494,0.03435114503816794,0.019083969465648856,default,weak,262,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,37.20084862302947,7.532861942198219,0.4024390243902439,0.04878048780487805,default,mid,82,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",7,32.44912645944096,7.607456029847611,0.5581395348837209,0.16279069767441862,default,strong,43,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,43.56321712451716,7.8345356666052295,0.0,0.019762845849802372,default,non_overlap_only_weak,253,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,41.909630385139515,8.083292643229166,1.0,0.0,default,overlap_only_weak,9,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",20,40.94176390391078,8.188144437410418,0.21705426356589147,0.05167958656330749,default,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",7,43.5064145265996,8.16964056291653,0.0648854961832061,0.026717557251908396,default,weak,262,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,37.20084862302947,8.202074190465416,0.47560975609756095,0.06097560975609756,default,mid,82,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,32.44912645944096,8.274325259896212,0.6511627906976745,0.18604651162790697,default,strong,43,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",7,43.423535439145056,8.202916530686982,0.0,0.02857142857142857,default,non_overlap_only_weak,245,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,44.70084843403283,7.690075145048254,1.0,0.0,default,overlap_only_weak,17,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",26,40.94176390391078,8.704991855670624,0.23255813953488372,0.06718346253229975,default,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",10,43.5064145265996,8.704562747751483,0.0648854961832061,0.03816793893129771,default,weak,262,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",6,37.20084862302947,8.70712154667552,0.5,0.07317073170731707,default,mid,82,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",10,32.44912645944096,8.703545148982558,0.7441860465116279,0.23255813953488372,default,strong,43,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",10,43.423535439145056,8.736146701112085,0.0,0.04081632653061224,default,non_overlap_only_weak,245,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,44.70084843403283,8.249382243436926,1.0,0.0,default,overlap_only_weak,17,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",15,41.763160476679516,7.209735880218427,0.0,0.03875968992248062,wide,all,387,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.98697465035557,7.315092333625345,0.0,0.01568627450980392,wide,weak,255,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",3,33.81281160137013,6.909477884119207,0.0,0.03409090909090909,wide,mid,88,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,44.7758442662212,7.199663335626775,0.0,0.18181818181818182,wide,strong,44,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.98697465035557,7.315092333625345,0.0,0.01568627450980392,wide,non_overlap_only_weak,255,degrees_correct
1,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",16,41.763160476679516,7.630581473811344,0.015503875968992248,0.041343669250646,wide,all,387,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.98697465035557,7.754995293710746,0.0,0.01568627450980392,wide,weak,255,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,33.81281160137013,7.301571455868808,0.06818181818181818,0.045454545454545456,wide,mid,88,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,44.7758442662212,7.567566871643066,0.0,0.18181818181818182,wide,strong,44,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.98697465035557,7.754995293710746,0.0,0.01568627450980392,wide,non_overlap_only_weak,255,degrees_correct
2,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",17,41.763160476679516,7.987035568986444,0.12919896640826872,0.04392764857881137,wide,all,387,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.98697465035557,8.08857001510321,0.0,0.01568627450980392,wide,weak,255,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,33.81281160137013,7.681955727663907,0.38636363636363635,0.045454545454545456,wide,mid,88,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",9,44.7758442662212,8.008756984363902,0.36363636363636365,0.20454545454545456,wide,strong,44,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",4,43.98697465035557,8.08857001510321,0.0,0.01568627450980392,wide,non_overlap_only_weak,255,degrees_correct
3,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",22,41.763160476679516,8.526077063508737,0.19638242894056848,0.056847545219638244,wide,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,43.98697465035557,8.569798398485371,0.054901960784313725,0.0196078431372549,wide,weak,255,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,33.81281160137013,8.272433801130815,0.45454545454545453,0.09090909090909091,wide,mid,88,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",9,44.7758442662212,8.7799785787409,0.5,0.20454545454545456,wide,strong,44,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",5,43.81357554468467,8.593837817180207,0.0,0.02074688796680498,wide,non_overlap_only_weak,241,degrees_correct
5,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,46.97191639797605,8.155976976667132,1.0,0.0,wide,overlap_only_weak,14,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",28,41.763160476679516,8.945716108770641,0.25839793281653745,0.07235142118863049,wide,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,43.98697465035557,8.907966688567518,0.09803921568627451,0.03137254901960784,wide,weak,255,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",11,33.81281160137013,8.849532084031539,0.5340909090909091,0.125,wide,mid,88,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",9,44.7758442662212,9.35685920715332,0.6363636363636364,0.20454545454545456,wide,strong,44,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",8,43.75395682058118,8.96399969018024,0.0,0.034782608695652174,wide,non_overlap_only_weak,230,degrees_correct
7,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,46.13073868427997,8.392463073730468,1.0,0.0,wide,overlap_only_weak,25,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",34,41.763160476679516,9.449292826098064,0.3023255813953488,0.08785529715762273,wide,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",11,43.98697465035557,9.40651969161688,0.12941176470588237,0.043137254901960784,wide,weak,255,degrees_correct
