angle_total_width_bins,axis_sign,bin_mode,candidate,formula,hit_count,mean_abs_peak_angle_error_deg,mean_contrast_db,overlap_ratio,projection_hit_rate,range_mask_name,subset,target_count,unit_mode
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",13,33.81281160137013,9.40633960203691,0.5681818181818182,0.14772727272727273,wide,mid,88,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",10,44.7758442662212,9.783089030872691,0.7727272727272727,0.22727272727272727,wide,strong,44,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",11,43.72883567458229,9.516637527190888,0.0,0.04954954954954955,wide,non_overlap_only_weak,222,degrees_correct
10,normal,fftshift_linear_sin,atan2_neg_px_py_current,"atan2(-px, py)",0,45.723545941921216,8.665726979573568,1.0,0.0,wide,overlap_only_weak,33,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",29,34.79427976145351,6.246318403140519,0.0,0.07493540051679587,narrow,all,387,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,37.55611064408516,5.40259663460186,0.0,0.0,narrow,weak,243,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",19,30.28985773319031,7.204625982987253,0.0,0.16666666666666666,narrow,mid,114,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",10,29.540253319537218,9.438895924886067,0.0,0.3333333333333333,narrow,strong,30,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,37.55611064408516,5.40259663460186,0.0,0.0,narrow,non_overlap_only_weak,243,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",29,34.79427976145351,6.818767626464213,0.0,0.07493540051679587,narrow,all,387,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,37.55611064408516,6.0516856472188065,0.0,0.00411522633744856,narrow,weak,243,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",18,30.28985773319031,7.647066317106548,0.0,0.15789473684210525,narrow,mid,114,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",10,29.540253319537218,9.884596633911134,0.0,0.3333333333333333,narrow,strong,30,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,37.55611064408516,6.0516856472188065,0.0,0.00411522633744856,narrow,non_overlap_only_weak,243,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",31,34.79427976145351,7.2921698025646755,0.025839793281653745,0.08010335917312661,narrow,all,387,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,37.55611064408516,6.595439942285357,0.0,0.00411522633744856,narrow,weak,243,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",20,30.28985773319031,8.004265166165537,0.07017543859649122,0.17543859649122806,narrow,mid,114,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",10,29.540253319537218,10.22971928914388,0.06666666666666667,0.3333333333333333,narrow,strong,30,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,37.55611064408516,6.595439942285357,0.0,0.00411522633744856,narrow,non_overlap_only_weak,243,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",37,34.79427976145351,8.135263014209363,0.031007751937984496,0.09560723514211886,narrow,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",6,37.55611064408516,7.567871768778734,0.0,0.024691358024691357,narrow,weak,243,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",21,30.28985773319031,8.65390774241665,0.07894736842105263,0.18421052631578946,narrow,mid,114,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",10,29.540253319537218,10.760282135009765,0.1,0.3333333333333333,narrow,strong,30,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",6,37.55611064408516,7.567871768778734,0.0,0.024691358024691357,narrow,non_overlap_only_weak,243,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",38,34.79427976145351,8.812732479677027,0.031007751937984496,0.09819121447028424,narrow,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",6,37.55611064408516,8.364244625892168,0.0,0.024691358024691357,narrow,weak,243,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",22,30.28985773319031,9.191546590704666,0.07894736842105263,0.19298245614035087,narrow,mid,114,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",10,29.540253319537218,11.005990473429362,0.1,0.3333333333333333,narrow,strong,30,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",6,37.55611064408516,8.364244625892168,0.0,0.024691358024691357,narrow,non_overlap_only_weak,243,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",47,34.79427976145351,9.698770547714036,0.031007751937984496,0.12144702842377261,narrow,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",15,37.55611064408516,9.428349137796786,0.0,0.06172839506172839,narrow,weak,243,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",22,30.28985773319031,9.860603934840151,0.07894736842105263,0.19298245614035087,narrow,mid,114,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",10,29.540253319537218,11.274217096964518,0.1,0.3333333333333333,narrow,strong,30,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",15,37.55611064408516,9.428349137796786,0.0,0.06172839506172839,narrow,non_overlap_only_weak,243,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",33,34.67690749879233,7.096689593884372,0.0,0.08527131782945736,default,all,387,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,38.62352619330812,6.144596958888396,0.0,0.003816793893129771,default,weak,262,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",15,27.152112705192977,8.53720334681069,0.0,0.18292682926829268,default,mid,82,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",17,24.979676687443714,10.150785934093387,0.0,0.3953488372093023,default,strong,43,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,38.62352619330812,6.144596958888396,0.0,0.003816793893129771,default,non_overlap_only_weak,262,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,default,overlap_only_weak,0,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",36,34.67690749879233,7.678460941758266,0.015503875968992248,0.09302325581395349,default,all,387,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",3,38.62352619330812,6.780898130577029,0.0,0.011450381679389313,default,weak,262,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",15,27.152112705192977,8.943097696071717,0.07317073170731707,0.18292682926829268,default,mid,82,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",18,24.979676687443714,10.735699143520621,0.0,0.4186046511627907,default,strong,43,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",3,38.62352619330812,6.780898130577029,0.0,0.011450381679389313,default,non_overlap_only_weak,262,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,default,overlap_only_weak,0,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",38,34.67690749879233,8.098684877696272,0.12919896640826872,0.09819121447028424,default,all,387,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",3,38.62352619330812,7.252210151148207,0.011450381679389313,0.011450381679389313,default,weak,262,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",17,27.152112705192977,9.280619691057902,0.35365853658536583,0.2073170731707317,default,mid,82,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",18,24.979676687443714,11.002352869787881,0.4186046511627907,0.4186046511627907,default,strong,43,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",2,38.91153019125024,7.220471503651741,0.0,0.007722007722007722,default,non_overlap_only_weak,259,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,13.759181037638307,9.992313385009766,1.0,0.3333333333333333,default,overlap_only_weak,3,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",45,34.67690749879233,8.928279709138303,0.17054263565891473,0.11627906976744186,default,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",8,38.62352619330812,8.225285988727599,0.03435114503816794,0.030534351145038167,default,weak,262,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",19,27.152112705192977,9.782780112289801,0.4024390243902439,0.23170731707317074,default,mid,82,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",18,24.979676687443714,11.582124399584393,0.5581395348837209,0.4186046511627907,default,strong,43,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",7,39.26753934594621,8.196031985075578,0.0,0.02766798418972332,default,non_overlap_only_weak,253,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,20.51960090248198,9.04764853583442,1.0,0.1111111111111111,default,overlap_only_weak,9,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",46,34.67690749879233,9.581400218244054,0.21705426356589147,0.11886304909560723,default,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",8,38.62352619330812,9.027531631120288,0.0648854961832061,0.030534351145038167,default,weak,262,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",19,27.152112705192977,10.13440141445253,0.47560975609756095,0.23170731707317074,default,mid,82,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",19,24.979676687443714,11.901573979577353,0.6511627906976745,0.4418604651162791,default,strong,43,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",7,39.66128001273183,9.049545163524394,0.0,0.02857142857142857,default,non_overlap_only_weak,245,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,23.6676623251428,8.710277781767005,1.0,0.058823529411764705,default,overlap_only_weak,17,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",61,34.67690749879233,10.455909315005753,0.23255813953488372,0.15762273901808785,default,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",20,38.62352619330812,10.099648628526062,0.0648854961832061,0.07633587786259542,default,weak,262,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",21,27.152112705192977,10.669294589903297,0.5,0.25609756097560976,default,mid,82,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",20,24.979676687443714,12.219693206077398,0.7441860465116279,0.46511627906976744,default,strong,43,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",19,39.66128001273183,10.122698834477639,0.0,0.07755102040816327,default,non_overlap_only_weak,245,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",1,23.6676623251428,9.767454483929802,1.0,0.058823529411764705,default,overlap_only_weak,17,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",42,32.6206675016644,8.0701895425486,0.0,0.10852713178294573,wide,all,387,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",2,37.78538992752629,6.865191859824985,0.0,0.00784313725490196,wide,weak,255,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",20,24.475386537594556,9.444780653173273,0.0,0.22727272727272727,wide,mid,88,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",20,18.97931537083181,12.304516618902033,0.0,0.45454545454545453,wide,strong,44,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",2,37.78538992752629,6.865191859824985,0.0,0.00784313725490196,wide,non_overlap_only_weak,255,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",45,32.6206675016644,8.65722331951447,0.015503875968992248,0.11627906976744186,wide,all,387,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",3,37.78538992752629,7.4813842175053615,0.0,0.011764705882352941,wide,weak,255,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",21,24.475386537594556,9.920749100771816,0.06818181818181818,0.23863636363636365,wide,mid,88,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",21,18.97931537083181,12.944693825461648,0.0,0.4772727272727273,wide,strong,44,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",3,37.78538992752629,7.4813842175053615,0.0,0.011764705882352941,wide,non_overlap_only_weak,255,degrees_correct
2,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",49,32.6206675016644,9.05839844144284,0.12919896640826872,0.12661498708010335,wide,all,387,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",3,37.78538992752629,7.927237910850375,0.0,0.011764705882352941,wide,weak,255,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",23,24.475386537594556,10.218738295815207,0.38636363636363635,0.26136363636363635,wide,mid,88,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",23,18.97931537083181,13.293308171358975,0.36363636363636365,0.5227272727272727,wide,strong,44,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",3,37.78538992752629,7.927237910850375,0.0,0.011764705882352941,wide,non_overlap_only_weak,255,degrees_correct
3,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,,,0.0,0.0,wide,overlap_only_weak,0,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",59,32.6206675016644,9.88089055300375,0.19638242894056848,0.1524547803617571,wide,all,387,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",8,37.78538992752629,8.883235632204542,0.054901960784313725,0.03137254901960784,wide,weak,255,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",26,24.475386537594556,10.697456750002774,0.45454545454545453,0.29545454545454547,wide,mid,88,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",25,18.97931537083181,14.029621904546564,0.5,0.5681818181818182,wide,strong,44,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",8,38.34580570720644,8.919749976193756,0.0,0.03319502074688797,wide,non_overlap_only_weak,241,degrees_correct
5,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,28.138232577318142,8.254667282104492,1.0,0.0,wide,overlap_only_weak,14,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",67,32.6206675016644,10.549821296711608,0.25839793281653745,0.1731266149870801,wide,all,387,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",13,37.78538992752629,9.683483108819699,0.09803921568627451,0.050980392156862744,wide,weak,255,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",28,24.475386537594556,11.076249165968461,0.5340909090909091,0.3181818181818182,wide,mid,88,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",26,18.97931537083181,14.517789147116922,0.6363636363636364,0.5909090909090909,wide,strong,44,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",13,38.90917986066184,9.826300712253737,0.0,0.05652173913043478,wide,non_overlap_only_weak,230,degrees_correct
7,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,27.446522542679205,8.369561157226563,1.0,0.0,wide,overlap_only_weak,25,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",84,32.6206675016644,11.473932645733658,0.3023255813953488,0.21705426356589147,wide,all,387,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",24,37.78538992752629,10.789109248741001,0.12941176470588237,0.09411764705882353,wide,weak,255,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",29,24.475386537594556,11.639750133861195,0.5681818181818182,0.32954545454545453,wide,mid,88,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",31,18.97931537083181,15.111160538413309,0.7727272727272727,0.7045454545454546,wide,strong,44,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",24,39.14021337774027,11.0388335666141,0.0,0.10810810810810811,wide,non_overlap_only_weak,222,degrees_correct
10,normal,fftshift_linear_sin,atan2_px_neg_py_current,"atan2(px, -py)",0,28.671123080632185,9.109145655776516,1.0,0.0,wide,overlap_only_weak,33,degrees_correct
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",10,52.07263058348882,5.52887673587454,0.00516795865633075,0.025839793281653745,narrow,all,387,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,47.568620261258076,5.243123105524008,0.0,0.01646090534979424,narrow,weak,243,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,59.34318079600911,6.04022909465589,0.008771929824561403,0.03508771929824561,narrow,mid,114,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",2,60.927023385980675,5.900342178344727,0.03333333333333333,0.06666666666666667,narrow,strong,30,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,47.568620261258076,5.243123105524008,0.0,0.01646090534979424,narrow,non_overlap_only_weak,243,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,,,0.0,0.0,narrow,overlap_only_weak,0,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",10,52.07263058348882,5.997813823611238,0.015503875968992248,0.025839793281653745,narrow,all,387,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,47.568620261258076,5.7339008158617055,0.00823045267489712,0.01646090534979424,narrow,weak,243,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,59.34318079600911,6.491711432473702,0.02631578947368421,0.03508771929824561,narrow,mid,114,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",2,60.927023385980675,6.258698272705078,0.03333333333333333,0.06666666666666667,narrow,strong,30,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,47.2411954310999,5.742626047727972,0.0,0.016597510373443983,narrow,non_overlap_only_weak,241,degrees_treated_as_radians
2,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,87.02331229531814,4.6825103759765625,1.0,0.0,narrow,overlap_only_weak,2,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",11,52.07263058348882,6.388769982705129,0.028423772609819122,0.028423772609819122,narrow,all,387,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,47.568620261258076,6.051090366065257,0.012345679012345678,0.01646090534979424,narrow,weak,243,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,59.34318079600911,6.935325722945364,0.043859649122807015,0.03508771929824561,narrow,mid,114,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",3,60.927023385980675,7.0470630645751955,0.1,0.1,narrow,strong,30,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,47.29968749873765,6.0571601072947185,0.0,0.016666666666666666,narrow,non_overlap_only_weak,240,degrees_treated_as_radians
3,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,69.08324126289224,5.565511067708333,1.0,0.0,narrow,overlap_only_weak,3,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",24,52.07263058348882,7.050465822835918,0.03359173126614987,0.06201550387596899,narrow,all,387,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,47.568620261258076,6.730097405704451,0.012345679012345678,0.037037037037037035,narrow,weak,243,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",11,59.34318079600911,7.549450288739121,0.05263157894736842,0.09649122807017543,narrow,mid,114,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,60.927023385980675,7.74930903116862,0.13333333333333333,0.13333333333333333,narrow,strong,30,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,47.29968749873765,6.741893339157104,0.0,0.0375,narrow,non_overlap_only_weak,240,degrees_treated_as_radians
5,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,69.08324126289224,5.7864227294921875,1.0,0.0,narrow,overlap_only_weak,3,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",25,52.07263058348882,7.501763385703706,0.041343669250646,0.06459948320413436,narrow,all,387,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,47.568620261258076,7.253681842191719,0.012345679012345678,0.037037037037037035,narrow,weak,243,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",12,59.34318079600911,7.8875166575113935,0.07017543859649122,0.10526315789473684,narrow,mid,114,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",4,60.927023385980675,8.045361455281576,0.16666666666666666,0.13333333333333333,narrow,strong,30,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",9,47.29968749873765,7.2495512167612715,0.0,0.0375,narrow,non_overlap_only_weak,240,degrees_treated_as_radians
7,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,69.08324126289224,7.5841318766276045,1.0,0.0,narrow,overlap_only_weak,3,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",32,52.07263058348882,8.226897562505046,0.046511627906976744,0.082687338501292,narrow,all,387,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",13,47.568620261258076,8.102994157453624,0.0205761316872428,0.053497942386831275,narrow,weak,243,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",14,59.34318079600911,8.428195618746573,0.07017543859649122,0.12280701754385964,narrow,mid,114,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",5,60.927023385980675,8.465582529703775,0.16666666666666666,0.16666666666666666,narrow,strong,30,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",13,47.58098608708182,8.086849629378118,0.0,0.0546218487394958,narrow,non_overlap_only_weak,238,degrees_treated_as_radians
10,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",0,46.980006952048186,8.871473693847657,1.0,0.0,narrow,overlap_only_weak,5,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",14,53.05321569745104,6.4183049953569125,0.0103359173126615,0.03617571059431524,default,all,387,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",6,50.078757854242234,6.244339324135817,0.0,0.022900763358778626,default,weak,262,degrees_treated_as_radians
1,normal,fftshift_linear_sin,atan2_px_py_degrees_treated_as_radians,"atan2(px, py)",3,57.8478653641051,6.731412050200672,0.012195121951219513,0.036585365853658534,default,mid,82,degrees_treated_as_radians
