background_cell_count,background_energy_increase_db,bootstrap_pfa_ci_high,bootstrap_pfa_ci_low,bootstrap_pfa_std,f1,false_alarm_count,fn_cells,fp_cells,frame_level_pfa_mean,frame_level_pfa_std,input_type,mask_name,measured_pfa,mid_hits,mid_miss_rate,mid_n,mid_pd,mse_db_to_clean,mse_power_to_clean,noise_floor_change_db,overall_hits,overall_miss_rate,overall_n,overall_pd,precision,recall,sir_name,source_stage,split_definition,strong_hits,strong_miss_rate,strong_n,strong_pd,target_peak_abs_bias_db_mean,target_peak_bias_db_mean,target_pfa,target_scope,target_sir_db,threshold,threshold_source,tp_cells,weak_hits,weak_miss_rate,weak_n,weak_pd
15058,0.0,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,clean,narrow,0.010824810731836897,54,0.20588235294117652,68,0.7941176470588235,0.0,0.0,0.0,118,0.5972696245733788,293,0.40273037542662116,0.6091127098321343,0.10623170221664575,,D3/D4-anchor,clean_peak_percentile,8,0.0,8,1.0,0.0,0.0,0.01,non_overlap_only,,4.08894482405166,input_specific_validation_background,254,56,0.7419354838709677,217,0.25806451612903225
15058,0.0,0.002044752566643189,0.0009335863021519621,0.0002785893516544175,0.1417019638043897,22,2207,22,0.0014446818667900735,0.003632258015168361,clean,narrow,0.001461017399389029,53,0.22058823529411764,68,0.7794117647058824,0.0,0.0,0.0,90,0.6928327645051194,293,0.30716723549488056,0.8932038834951457,0.07695524884985362,,D3/D4-anchor,clean_peak_percentile,8,0.0,8,1.0,0.0,0.0,0.001,non_overlap_only,,5.804782930022925,input_specific_validation_background,184,29,0.8663594470046083,217,0.1336405529953917
15058,0.0,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,clean,narrow,0.010824810731836897,100,0.23664122137404575,131,0.7633587786259542,0.0,0.0,0.0,118,0.5972696245733788,293,0.40273037542662116,0.6091127098321343,0.10623170221664575,,D3/D4-anchor,cfar_margin,18,0.0,18,1.0,0.0,0.0,0.01,non_overlap_only,,4.08894482405166,input_specific_validation_background,254,0,1.0,144,0.0
15058,0.0,0.002044752566643189,0.0009335863021519621,0.0002785893516544175,0.1417019638043897,22,2207,22,0.0014446818667900735,0.003632258015168361,clean,narrow,0.001461017399389029,72,0.45038167938931295,131,0.549618320610687,0.0,0.0,0.0,90,0.6928327645051194,293,0.30716723549488056,0.8932038834951457,0.07695524884985362,,D3/D4-anchor,cfar_margin,18,0.0,18,1.0,0.0,0.0,0.001,non_overlap_only,,5.804782930022925,input_specific_validation_background,184,0,1.0,144,0.0
14165,0.0,0.012010512101263072,0.009092697234818722,0.00074184296841472,0.129757343550447,149,3258,149,0.01005841226032981,0.009616072981942801,clean,default,0.010518884574655841,14,0.0,14,1.0,0.0,0.0,0.0,80,0.6059113300492611,203,0.39408866995073893,0.630272952853598,0.07232346241457858,,D3/D4-anchor,clean_peak_percentile,0,,0,,0.0,0.0,0.01,non_overlap_only,,4.1612512870097,input_specific_validation_background,254,66,0.6507936507936508,189,0.3492063492063492
14165,0.0,0.0024462966443550447,0.0011662621792480315,0.00031736125209608717,0.0999194198227236,25,3326,25,0.0017762174181604196,0.0041633276135994365,clean,default,0.0017649135192375574,14,0.0,14,1.0,0.0,0.0,0.0,55,0.729064039408867,203,0.270935960591133,0.8815165876777251,0.05296127562642369,,D3/D4-anchor,clean_peak_percentile,0,,0,,0.0,0.0,0.001,non_overlap_only,,5.767059478566422,input_specific_validation_background,186,41,0.783068783068783,189,0.21693121693121692
14165,0.0,0.012010512101263072,0.009092697234818722,0.00074184296841472,0.129757343550447,149,3258,149,0.01005841226032981,0.009616072981942801,clean,default,0.010518884574655841,61,0.0,61,1.0,0.0,0.0,0.0,80,0.6059113300492611,203,0.39408866995073893,0.630272952853598,0.07232346241457858,,D3/D4-anchor,cfar_margin,0,,0,,0.0,0.0,0.01,non_overlap_only,,4.1612512870097,input_specific_validation_background,254,19,0.8661971830985915,142,0.13380281690140844
14165,0.0,0.0024462966443550447,0.0011662621792480315,0.00031736125209608717,0.0999194198227236,25,3326,25,0.0017762174181604196,0.0041633276135994365,clean,default,0.0017649135192375574,55,0.09836065573770492,61,0.9016393442622951,0.0,0.0,0.0,55,0.729064039408867,203,0.270935960591133,0.8815165876777251,0.05296127562642369,,D3/D4-anchor,cfar_margin,0,,0,,0.0,0.0,0.001,non_overlap_only,,5.767059478566422,input_specific_validation_background,186,0,1.0,142,0.0
15058,0.020936670009687693,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,mse_model_clean,narrow,0.010824810731836897,54,0.20588235294117652,68,0.7941176470588235,0.048443113856534624,10139392847.331367,0.05275989205355813,118,0.5972696245733788,293,0.40273037542662116,0.6091127098321343,0.10623170221664575,,D3/D4-anchor,clean_peak_percentile,8,0.0,8,1.0,0.050882145098635846,0.04771234938479939,0.01,non_overlap_only,,4.071246249227762,input_specific_validation_background,254,56,0.7419354838709677,217,0.25806451612903225
15058,0.020936670009687693,0.001970694974512427,0.0008640077227868773,0.00027247168941525,0.1417565485362096,21,2207,21,0.0013802488770993516,0.003565257269339099,mse_model_clean,narrow,0.0013946075175986187,53,0.22058823529411764,68,0.7794117647058824,0.048443113856534624,10139392847.331367,0.05275989205355813,90,0.6928327645051194,293,0.30716723549488056,0.8975609756097561,0.07695524884985362,,D3/D4-anchor,clean_peak_percentile,8,0.0,8,1.0,0.050882145098635846,0.04771234938479939,0.001,non_overlap_only,,5.817966587255464,input_specific_validation_background,184,29,0.8663594470046083,217,0.1336405529953917
15058,0.020936670009687693,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,mse_model_clean,narrow,0.010824810731836897,100,0.23664122137404575,131,0.7633587786259542,0.048443113856534624,10139392847.331367,0.05275989205355813,118,0.5972696245733788,293,0.40273037542662116,0.6091127098321343,0.10623170221664575,,D3/D4-anchor,cfar_margin,18,0.0,18,1.0,0.050882145098635846,0.04771234938479939,0.01,non_overlap_only,,4.071246249227762,input_specific_validation_background,254,0,1.0,144,0.0
