target_pfa,threshold,observed_test_far,weak_pd,weak_miss_rate,weak_n,mid_pd,mid_miss_rate,mid_n,strong_pd,strong_miss_rate,strong_n,cell_precision,cell_recall,cell_f1,tp_cells,fp_cells,fn_cells
0.01,4.70447472572327,0.010119038217532997,0.6785714285714286,0.3214285714285714,28,0.9629629629629629,0.03703703703703709,27,1.0,0.0,28,0.2041407867494824,0.6599732262382865,0.3118279569892473,493,1922,254
0.001,7.290393920898369,0.0009634672184227567,0.32142857142857145,0.6785714285714286,28,0.7777777777777778,0.2222222222222222,27,0.9642857142857143,0.0357142857142857,28,0.6534090909090909,0.46184738955823296,0.5411764705882354,345,183,402
