balanced_weak_pd,d5_beats_balanced,d5_weak_pd,evidence_level,mask_name,target_pfa,target_scope,weak_hit_delta,weak_pd_delta
0.2716049382716049,False,0.2716049382716049,weak,narrow,0.01,all,0,0.0
0.14814814814814814,False,0.14814814814814814,weak,narrow,0.001,all,0,0.0
0.2764976958525346,False,0.2764976958525346,weak,narrow,0.01,non_overlap_only,0,0.0
0.14746543778801843,False,0.14746543778801843,weak,narrow,0.001,non_overlap_only,0,0.0
0.3816793893129771,True,0.38549618320610685,weak,default,0.01,all,1,0.003816793893129722
0.2366412213740458,True,0.24045801526717558,weak,default,0.001,all,1,0.0038167938931297773
0.37566137566137564,True,0.38095238095238093,weak,default,0.01,non_overlap_only,1,0.005291005291005291
0.2275132275132275,False,0.2275132275132275,weak,default,0.001,non_overlap_only,0,0.0
