background_cell_count,background_energy_increase_db,bootstrap_pfa_ci_high,bootstrap_pfa_ci_low,bootstrap_pfa_std,f1,false_alarm_count,fn_cells,fp_cells,frame_level_pfa_mean,frame_level_pfa_std,input_type,mask_name,measured_pfa,mid_hits,mid_miss_rate,mid_n,mid_pd,mse_db_to_clean,mse_power_to_clean,noise_floor_change_db,overall_hits,overall_miss_rate,overall_n,overall_pd,precision,recall,sir_name,split_definition,strong_hits,strong_miss_rate,strong_n,strong_pd,target_peak_abs_bias_db_mean,target_peak_bias_db_mean,target_pfa,target_scope,target_sir_db,threshold,threshold_source,tp_cells,weak_hits,weak_miss_rate,weak_n,weak_pd
6046,0.0,0.01420835909197779,0.010490664125182094,0.0009879975971723348,0.2509928514694202,76,867,76,0.01229175991563884,0.008053090823842299,clean,narrow,0.01257029440952696,43,0.36764705882352944,68,0.6323529411764706,0.0,0.0,0.0,94,0.40506329113924056,158,0.5949367088607594,0.6752136752136753,0.15414634146341463,,clean_peak_percentile,28,0.0,28,1.0,0.0,0.0,0.01,all,,3.600572604958123,input_specific_validation_background,158,23,0.6290322580645161,62,0.3709677419354839
6046,0.0,0.01420835909197779,0.010490664125182094,0.0009879975971723348,0.2509928514694202,76,867,76,0.01229175991563884,0.008053090823842299,clean,narrow,0.01257029440952696,35,0.2857142857142857,49,0.7142857142857143,0.0,0.0,0.0,66,0.4453781512605042,119,0.5546218487394958,0.6752136752136753,0.15414634146341463,,clean_peak_percentile,8,0.0,8,1.0,0.0,0.0,0.01,non_overlap_only,,3.600572604958123,input_specific_validation_background,158,23,0.6290322580645161,62,0.3709677419354839
6046,0.0,0.003737552242907278,0.0016788584168845092,0.0005696031739036964,0.20980223559759245,16,903,16,0.002628451517057354,0.0045746615248416075,clean,narrow,0.0026463777704267286,40,0.4117647058823529,68,0.5882352941176471,0.0,0.0,0.0,83,0.47468354430379744,158,0.5253164556962026,0.8840579710144928,0.11902439024390243,,clean_peak_percentile,28,0.0,28,1.0,0.0,0.0,0.001,all,,5.3812120904166445,input_specific_validation_background,122,15,0.7580645161290323,62,0.24193548387096775
6046,0.0,0.003737552242907278,0.0016788584168845092,0.0005696031739036964,0.20980223559759245,16,903,16,0.002628451517057354,0.0045746615248416075,clean,narrow,0.0026463777704267286,34,0.30612244897959184,49,0.6938775510204082,0.0,0.0,0.0,57,0.5210084033613445,119,0.4789915966386555,0.8840579710144928,0.11902439024390243,,clean_peak_percentile,8,0.0,8,1.0,0.0,0.0,0.001,non_overlap_only,,5.3812120904166445,input_specific_validation_background,122,15,0.7580645161290323,62,0.24193548387096775
6046,0.0,0.01420835909197779,0.010490664125182094,0.0009879975971723348,0.2509928514694202,76,867,76,0.01229175991563884,0.008053090823842299,clean,narrow,0.01257029440952696,65,0.0,65,1.0,0.0,0.0,0.0,94,0.40506329113924056,158,0.5949367088607594,0.6752136752136753,0.15414634146341463,,cfar_margin,29,0.0,29,1.0,0.0,0.0,0.01,all,,3.600572604958123,input_specific_validation_background,158,0,1.0,64,0.0
6046,0.0,0.01420835909197779,0.010490664125182094,0.0009879975971723348,0.2509928514694202,76,867,76,0.01229175991563884,0.008053090823842299,clean,narrow,0.01257029440952696,52,0.0,52,1.0,0.0,0.0,0.0,66,0.4453781512605042,119,0.5546218487394958,0.6752136752136753,0.15414634146341463,,cfar_margin,14,0.0,14,1.0,0.0,0.0,0.01,non_overlap_only,,3.600572604958123,input_specific_validation_background,158,0,1.0,53,0.0
6046,0.0,0.003737552242907278,0.0016788584168845092,0.0005696031739036964,0.20980223559759245,16,903,16,0.002628451517057354,0.0045746615248416075,clean,narrow,0.0026463777704267286,54,0.16923076923076918,65,0.8307692307692308,0.0,0.0,0.0,83,0.47468354430379744,158,0.5253164556962026,0.8840579710144928,0.11902439024390243,,cfar_margin,29,0.0,29,1.0,0.0,0.0,0.001,all,,5.3812120904166445,input_specific_validation_background,122,0,1.0,64,0.0
6046,0.0,0.003737552242907278,0.0016788584168845092,0.0005696031739036964,0.20980223559759245,16,903,16,0.002628451517057354,0.0045746615248416075,clean,narrow,0.0026463777704267286,43,0.17307692307692313,52,0.8269230769230769,0.0,0.0,0.0,57,0.5210084033613445,119,0.4789915966386555,0.8840579710144928,0.11902439024390243,,cfar_margin,14,0.0,14,1.0,0.0,0.0,0.001,non_overlap_only,,5.3812120904166445,input_specific_validation_background,122,0,1.0,53,0.0
5675,0.0,0.014757592707839419,0.010913302617795951,0.0010325189383337623,0.1838278068644561,74,1329,74,0.012656519765169894,0.008666110874308387,clean,default,0.01303964757709251,47,0.04081632653061229,49,0.9591836734693877,0.0,0.0,0.0,124,0.21518987341772156,158,0.7848101265822784,0.6810344827586207,0.1062542030934768,,clean_peak_percentile,41,0.0,41,1.0,0.0,0.0,0.01,all,,3.6054232820530796,input_specific_validation_background,158,36,0.47058823529411764,68,0.5294117647058824
5675,0.0,0.014757592707839419,0.010913302617795951,0.0010325189383337623,0.1838278068644561,74,1329,74,0.012656519765169894,0.008666110874308387,clean,default,0.01303964757709251,6,0.0,6,1.0,0.0,0.0,0.0,33,0.42105263157894735,57,0.5789473684210527,0.6810344827586207,0.1062542030934768,,clean_peak_percentile,0,,0,,0.0,0.0,0.01,non_overlap_only,,3.6054232820530796,input_specific_validation_background,158,27,0.47058823529411764,51,0.5294117647058824
