batch_size,epochs,final_train_loss,final_val_loss,has_nan_or_inf,initial_train_loss,initial_val_loss,output_max_db,output_min_db,output_std_db,stage,train_input_mse_db,train_loss_drop_fraction,train_output_mse_db,train_sample_count,val_input_mse_db,val_loss_drop_fraction,val_output_mse_db,val_sample_count
4,25,0.003085497533902526,0.005307069979608059,False,0.20334374904632568,0.19707825779914856,73.20259210181575,40.203202854107076,4.1108660183330965,small_subset,3.8224202204354603,0.984826199239596,0.058000636838553624,256,3.7046424593683867,0.9730712558611273,0.09976136042346526,128
