neighbor_mean_db_mean,neighbor_peak_db_mean,pass_rule,projection_hit_count,projection_hit_rate,projection_pass,representation,target_background_ratio_db_mean,target_background_ratio_db_std,target_count_total,target_peak_db_mean,valid_projection_count
47.93974778581853,53.83328924915766,"hit_rate>=0.55, mean_ratio_db>=0.0, background_cells>10000",6093,0.9878404669260701,True,range_only,12.195648008598203,5.180091980865603,6168,60.13539579441674,6168
