actual_train_samples,alpha,background_det_term,baseline,capacity,det_term,detection_term,epoch,family,gamma,grad_norm_before_clip,lambda_rec,lr,magmse_term,pos_weight,requested_train_samples,split_definition_train,stage,step,target_det_term,temperature,train_loss,train_unique_frames,train_uses_repeated_frames,val_background_det_term,val_det_term,val_detection_term,val_loss,val_magmse_term,val_target_det_term,weak_weight
600,,0.046399950260917346,scale_s600_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4622559479872386,,3,balanced,,1.6773984867334366,0.5,0.0003,0.28844374825557073,1.185188030373864,600,,small_subset,,3.1436624177296957,1.0,1.606477818886439,300,True,0.05430959165096283,0.7554454207420349,,0.8670652508735657,0.2232396900653839,3.023257255554199,
600,,0.046267537772655486,scale_s600_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.46272496620814,,4,balanced,,1.4622387286027272,0.5,0.0003,0.24184917668501535,1.185188030373864,600,,small_subset,,3.1442123953501384,1.0,1.5836495542526245,300,True,0.05336926504969597,0.7548868656158447,,0.8517776131629944,0.1937815248966217,3.0239336490631104,
600,,0.04621913875142733,scale_s600_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4619696760177612,,5,balanced,,1.3893461312850317,0.5,0.0003,0.2232956593980392,1.185188030373864,600,,small_subset,,3.1432856527964272,1.0,1.5736175096035003,300,True,0.054926250129938126,0.7562111020088196,,0.8484330177307129,0.18444378674030304,3.024505138397217,
600,,0.04615144915878773,scale_s600_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4622247445583343,,6,balanced,,1.2918647863467534,0.5,0.0003,0.2052622479200363,1.185188030373864,600,,small_subset,,3.143368372917175,1.0,1.5648558715979257,300,True,0.054129261523485184,0.7551813125610352,,0.8483811616897583,0.1863996833562851,3.0227224826812744,
600,,0.046351111953457196,scale_s600_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4630080421765645,,7,balanced,,1.2221744785706201,0.5,0.0003,0.19204067751765252,1.185188030373864,600,,small_subset,,3.1454258235295613,1.0,1.5590283767382305,300,True,0.05337173864245415,0.7548192143440247,,0.835851788520813,0.16206513345241547,3.023639440536499,
600,,0.0459211261322101,scale_s600_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4613220353921255,,8,balanced,,1.222429212729136,0.5,0.0003,0.17808938552935918,1.185188030373864,600,,small_subset,,3.141129231452942,1.0,1.5503667338689169,300,True,0.054373934864997864,0.7553108334541321,,0.8298189043998718,0.1490161269903183,3.022479295730591,
600,,0.11367616057395935,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.6552258729934692,,,,1.6182575225830078,0.5,0.0003,4.064162254333496,,600,clean_peak_percentile,tiny_batch,1,3.273585557937622,1.0,3.6873068809509277,300,True,,,,,,,2.0
600,,0.10970527678728104,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.7757279872894287,,,,2.3382670879364014,0.5,0.0003,4.418397903442383,,600,clean_peak_percentile,tiny_batch,10,3.227003574371338,1.0,3.98492693901062,300,True,,,,,,,2.0
600,,0.10563313961029053,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.7126132249832153,,,,2.89255690574646,0.5,0.0003,3.2385764122009277,,600,clean_peak_percentile,tiny_batch,20,3.1870925426483154,1.0,3.3319015502929688,300,True,,,,,,,2.0
600,,0.09615214169025421,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.3305898904800415,,,,3.835801601409912,0.5,0.0003,2.198622941970825,,600,clean_peak_percentile,tiny_batch,30,2.984941244125366,1.0,2.429901361465454,300,True,,,,,,,2.0
600,,0.0672675296664238,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.562563419342041,,,,4.962993144989014,0.5,0.0003,1.875506043434143,,600,clean_peak_percentile,tiny_batch,40,3.1948254108428955,1.0,2.5003163814544678,300,True,,,,,,,2.0
600,,0.036288876086473465,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.404000997543335,,,,5.194139003753662,0.5,0.0003,1.3077733516693115,,600,clean_peak_percentile,tiny_batch,50,3.0581016540527344,1.0,2.057887554168701,300,True,,,,,,,2.0
600,,0.0509793721139431,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.2472056150436401,,,,5.919482231140137,0.5,0.0003,1.4357171058654785,,600,clean_peak_percentile,tiny_batch,60,2.857635259628296,1.0,1.9650641679763794,300,True,,,,,,,2.0
600,,0.04397734999656677,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.3047221899032593,,,,3.0388429164886475,0.5,0.0003,0.7730349898338318,,600,clean_peak_percentile,tiny_batch,70,2.993163585662842,1.0,1.6912397146224976,300,True,,,,,,,2.0
600,,0.035826217383146286,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5982133150100708,,,,2.8537352085113525,0.5,0.0003,1.1079410314559937,,600,clean_peak_percentile,tiny_batch,80,3.238213300704956,1.0,2.152183771133423,300,True,,,,,,,2.0
600,,0.03941991180181503,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.2178189754486084,,,,4.29162073135376,0.5,0.0003,0.9540996551513672,,600,clean_peak_percentile,tiny_batch,90,3.045943260192871,1.0,1.694868803024292,300,True,,,,,,,2.0
600,,0.05291637033224106,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.503556728363037,,,,2.3568708896636963,0.5,0.0003,1.4045827388763428,,600,clean_peak_percentile,tiny_batch,100,3.1096079349517822,1.0,2.205848217010498,300,True,,,,,,,2.0
600,,0.04172859340906143,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.3108810186386108,,,,2.1704635620117188,0.5,0.0003,0.6959680318832397,,600,clean_peak_percentile,tiny_batch,110,3.004425287246704,1.0,1.658864974975586,300,True,,,,,,,2.0
600,,0.044236280024051666,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5468883514404297,,,,2.5574889183044434,0.5,0.0003,0.8499818444252014,,600,clean_peak_percentile,tiny_batch,120,3.1868245601654053,1.0,1.971879243850708,300,True,,,,,,,2.0
600,,0.04959116434057553,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5465326829751334,1,,,2.350798290570577,0.5,0.0003,0.6645217303435008,,600,clean_peak_percentile,small_subset,,3.147693427403768,1.0,1.8787935455640157,300,True,0.05457131192088127,,0.9760677218437195,1.209223985671997,0.4663124978542328,3.0253384113311768,2.0
600,,0.04751475368936857,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5470424803098042,2,,,2.0196069475015004,0.5,0.0003,0.4417300897836685,,600,clean_peak_percentile,small_subset,,3.1465136051177978,1.0,1.767907531261444,300,True,0.05453590303659439,,0.9757200479507446,1.1136763095855713,0.27591243386268616,3.024305820465088,2.0
600,,0.04654223230977853,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5455934826533,3,,,1.581372674504916,0.5,0.0003,0.2679802267253399,,600,clean_peak_percentile,small_subset,,3.1468712202707927,1.0,1.6795835987726848,300,True,0.05491089075803757,,0.9761243462562561,1.0758417844772339,0.19943492114543915,3.0247931480407715,2.0
600,,0.04623879046489795,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5450131825606028,4,,,1.4474701597293218,0.5,0.0003,0.23175586320459843,,600,clean_peak_percentile,small_subset,,3.1475460306803384,1.0,1.6608911140759786,300,True,0.053968995809555054,,0.9747872352600098,1.0743440389633179,0.19911350309848785,3.022620916366577,2.0
600,,0.0464256210376819,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.544653601249059,5,,,1.3518994694948196,0.5,0.0003,0.21698762069145838,,600,clean_peak_percentile,small_subset,,3.1476490338643393,1.0,1.6531474121411642,300,True,0.05318666994571686,,0.9741654396057129,1.0662375688552856,0.18414436280727386,3.0223886966705322,2.0
600,,0.046383364299933116,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5456001138687134,6,,,1.2675834598143896,0.5,0.0003,0.20221712003151576,,600,clean_peak_percentile,small_subset,,3.1432002703348796,1.0,1.6467086760203045,300,True,0.05390358716249466,,0.9745292067527771,1.0611798763275146,0.1733013242483139,3.0218536853790283,2.0
600,,0.04640762882928053,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5447068369388581,7,,,1.2400198690096538,0.5,0.0003,0.18656613344947498,,600,clean_peak_percentile,small_subset,,3.145868172645569,1.0,1.6379899009068808,300,True,0.054548271000385284,,0.9750199317932129,1.055317759513855,0.1605956107378006,3.0220301151275635,2.0
600,,0.046146217013398806,scale_s600_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5432186770439147,8,,,1.1659586238861084,0.5,0.0003,0.17086989005406697,,600,clean_peak_percentile,small_subset,,3.1443919452031452,1.0,1.6286536236604054,300,True,0.05535200238227844,,0.9755221009254456,1.0510388612747192,0.15103350579738617,3.0217490196228027,2.0
1000,,0.0995575338602066,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.1850707530975342,,,balanced,,2.42059063911438,0.5,0.0003,7.697585582733154,1.1879732689774118,1000,,tiny_batch,1,3.0377819538116455,1.0,5.033863544464111,300,True,,,,,,,
1000,,0.09303930401802063,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.2593141794204712,,,balanced,,1.7517534494400024,0.5,0.0003,2.941080331802368,1.1879732689774118,1000,,tiny_batch,10,3.0315370559692383,1.0,2.7298543453216553,300,True,,,,,,,
1000,,0.06825277209281921,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.2969220876693726,,,balanced,,1.9247119426727295,0.5,0.0003,1.7348231077194214,1.1879732689774118,1000,,tiny_batch,20,3.0624043941497803,1.0,2.1643335819244385,300,True,,,,,,,
1000,,0.12124406546354294,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.3830727338790894,,,balanced,,6.061500072479248,0.5,0.0003,3.892268180847168,1.1879732689774118,1000,,tiny_batch,30,3.073744297027588,1.0,3.329206943511963,300,True,,,,,,,
1000,,0.044935524463653564,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.6058019399642944,,,balanced,,2.5867815017700195,0.5,0.0003,1.4362313747406006,1.1879732689774118,1000,,tiny_batch,40,3.248164415359497,1.0,2.3239176273345947,300,True,,,,,,,
1000,,0.051604367792606354,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.6821694374084473,,,balanced,,3.033137321472168,0.5,0.0003,0.9468698501586914,1.1879732689774118,1000,,tiny_batch,50,3.172940731048584,1.0,2.155604362487793,300,True,,,,,,,
1000,,0.058232322335243225,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.0226515531539917,,,balanced,,6.14125394821167,0.5,0.0003,1.4675402641296387,1.1879732689774118,1000,,tiny_batch,60,2.8955881595611572,1.0,1.756421685218811,300,True,,,,,,,
1000,,0.04359317943453789,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.2203680276870728,,,balanced,,2.226609230041504,0.5,0.0003,0.7780501842498779,1.1879732689774118,1000,,tiny_batch,70,3.0085456371307373,1.0,1.6093931198120117,300,True,,,,,,,
1000,,0.04394231736660004,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.5927815437316895,,,balanced,,3.922956705093384,0.5,0.0003,0.882645845413208,1.1879732689774118,1000,,tiny_batch,80,3.2140445709228516,1.0,2.034104347229004,300,True,,,,,,,
1000,,0.054994191974401474,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.6410003900527954,,,balanced,,2.3108322620391846,0.5,0.0003,1.530428171157837,1.1879732689774118,1000,,tiny_batch,90,3.210500717163086,1.0,2.406214475631714,300,True,,,,,,,
1000,,0.054324738681316376,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.054138422012329,,,balanced,,5.428161144256592,0.5,0.0003,1.0743857622146606,1.1879732689774118,1000,,tiny_batch,100,2.941391706466675,1.0,1.5913312435150146,300,True,,,,,,,
1000,,0.050030417740345,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.3687827587127686,,,balanced,,2.058110475540161,0.5,0.0003,0.8869646787643433,1.1879732689774118,1000,,tiny_batch,110,3.122587203979492,1.0,1.812265157699585,300,True,,,,,,,
1000,,0.041534341871738434,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.3994102478027344,,,balanced,,2.2725515365600586,0.5,0.0003,0.4738854467868805,1.1879732689774118,1000,,tiny_batch,120,3.070993423461914,1.0,1.6363530158996582,300,True,,,,,,,
1000,,0.04901534681022167,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.463826078414917,,1,balanced,,2.351025164604187,0.5,0.0003,0.5841655750870705,1.1879732689774118,1000,,small_subset,,3.146307466506958,1.0,1.7559088644981384,300,True,0.05481399968266487,0.7575121521949768,,0.9353618621826172,0.35569947957992554,3.02504825592041,
1000,,0.046627655059099195,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4608653926849364,,2,balanced,,1.6573233987092972,0.5,0.0003,0.29390363013744353,1.1879732689774118,1000,,small_subset,,3.143935775756836,1.0,1.6078172082901,300,True,0.055411167442798615,0.7576723098754883,,0.8734095692634583,0.23147454857826233,3.0237979888916016,
1000,,0.046338249295949936,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4613950281143189,,3,balanced,,1.4058022419214249,0.5,0.0003,0.22540111893415452,1.1879732689774118,1000,,small_subset,,3.145743233680725,1.0,1.5740955898761748,300,True,0.054819583892822266,0.757256031036377,,0.8429784178733826,0.17144472897052765,3.0239477157592773,
1000,,0.0462750538289547,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4607393637895585,,4,balanced,,1.2856452157497407,0.5,0.0003,0.2007118765115738,1.1879732689774118,1000,,small_subset,,3.1431630754470827,1.0,1.5610953044891358,300,True,0.054137539118528366,0.7565786242485046,,0.8300905227661133,0.1470237672328949,3.023284912109375,
1000,,0.04624903529882431,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4601338391304015,,5,balanced,,1.1692770526409149,0.5,0.0003,0.16964253830909728,1.1879732689774118,1000,,small_subset,,3.141514862060547,1.0,1.5449551074504853,300,True,0.05348849296569824,0.755975067615509,,0.8185057640075684,0.12506134808063507,3.0228285789489746,
1000,,0.045993165016174314,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4606829795837402,,6,balanced,,1.0873872009515761,0.5,0.0003,0.14694459465146065,1.1879732689774118,1000,,small_subset,,3.1446242723464968,1.0,1.5341552748680114,300,True,0.053666241466999054,0.7559933662414551,,0.8102346658706665,0.10848263651132584,3.022331953048706,
1000,,0.04582161258161068,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4591104919910431,,7,balanced,,1.0418256739377976,0.5,0.0003,0.13225510838627816,1.1879732689774118,1000,,small_subset,,3.141406036376953,1.0,1.5252380475997924,300,True,0.05408540368080139,0.7563071846961975,,0.8100987076759338,0.10758300125598907,3.022306442260742,
1000,,0.04591358435153961,scale_s1000_current_simple_fcn_h128_balanced_mild,current_simple_fcn_h128,1.4599625928401947,,8,balanced,,0.9686713117361069,0.5,0.0003,0.11635600079596042,1.1879732689774118,1000,,small_subset,,3.142607710838318,1.0,1.5181405906677246,300,True,0.053250834345817566,0.7552862167358398,,0.8040841221809387,0.09759582579135895,3.020683765411377,
1000,,0.129096120595932,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.6058716773986816,,,,1.5619755983352661,0.5,0.0003,3.87886643409729,,1000,clean_peak_percentile,tiny_batch,1,3.138974666595459,1.0,3.545304775238037,300,True,,,,,,,2.0
1000,,0.04223047196865082,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.6113091707229614,,,,1.6871854066848755,0.5,0.0003,2.295315980911255,,1000,clean_peak_percentile,tiny_batch,10,3.230767250061035,1.0,2.758967161178589,300,True,,,,,,,2.0
1000,,0.14483597874641418,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.3771979808807373,,,,4.782654762268066,0.5,0.0003,6.711980819702148,,1000,clean_peak_percentile,tiny_batch,20,2.950831651687622,1.0,4.733188629150391,300,True,,,,,,,2.0
1000,,0.0710320994257927,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.4971426725387573,,,,2.4952235221862793,0.5,0.0003,1.5199980735778809,,1000,clean_peak_percentile,tiny_batch,30,3.1356201171875,1.0,2.257141590118408,300,True,,,,,,,2.0
1000,,0.043829649686813354,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.653167963027954,,,,4.69826078414917,0.5,0.0003,2.0152947902679443,,1000,clean_peak_percentile,tiny_batch,40,3.202239751815796,1.0,2.6608152389526367,300,True,,,,,,,2.0
1000,,0.03358316048979759,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.3484036922454834,,,,4.563836574554443,0.5,0.0003,1.1658868789672852,,1000,clean_peak_percentile,tiny_batch,50,3.174234628677368,1.0,1.931347131729126,300,True,,,,,,,2.0
1000,,0.0553760826587677,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.8991793394088745,,,,3.7064783573150635,0.5,0.0003,0.6463977098464966,,1000,clean_peak_percentile,tiny_batch,60,3.157931327819824,1.0,2.2223782539367676,300,True,,,,,,,2.0
1000,,0.04137082025408745,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.402601718902588,,,,2.8277318477630615,0.5,0.0003,0.769763708114624,,1000,clean_peak_percentile,tiny_batch,70,3.154379367828369,1.0,1.7874835729599,300,True,,,,,,,2.0
1000,,0.05258902907371521,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.3644535541534424,,,,1.959627389907837,0.5,0.0003,0.9644416570663452,,1000,clean_peak_percentile,tiny_batch,80,2.971698522567749,1.0,1.8466744422912598,300,True,,,,,,,2.0
1000,,0.044140882790088654,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.4479526281356812,,,,1.8979177474975586,0.5,0.0003,1.221649169921875,,1000,clean_peak_percentile,tiny_batch,90,3.14607834815979,1.0,2.058777332305908,300,True,,,,,,,2.0
1000,,0.05271725356578827,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5940629243850708,,,,4.1596879959106445,0.5,0.0003,1.1745405197143555,,1000,clean_peak_percentile,tiny_batch,100,3.106719732284546,1.0,2.181333065032959,300,True,,,,,,,2.0
1000,,0.04585237056016922,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.363417148590088,,,,1.9116694927215576,0.5,0.0003,0.9583478569984436,,1000,clean_peak_percentile,tiny_batch,110,3.059619903564453,1.0,1.8425910472869873,300,True,,,,,,,2.0
1000,,0.04046671465039253,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.2073496580123901,,,,3.8587374687194824,0.5,0.0003,0.6842018365859985,,1000,clean_peak_percentile,tiny_batch,120,2.941343307495117,1.0,1.5494506359100342,300,True,,,,,,,2.0
1000,,0.04908099681138992,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5507187886238099,1,,,2.295334137916565,0.5,0.0003,0.5983863402605056,,1000,clean_peak_percentile,small_subset,,3.1492775535583495,1.0,1.8499119601249694,300,True,0.05461806803941727,,0.9757997989654541,1.1670024394989014,0.38240519165992737,3.024235725402832,2.0
1000,,0.046785811945796014,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5471073338985444,2,,,1.7262905678749085,0.5,0.0003,0.31559129497408867,,1000,clean_peak_percentile,small_subset,,3.1469909172058106,1.0,1.704902981519699,300,True,0.053492285311222076,,0.9747242331504822,1.0726381540298462,0.19582794606685638,3.0234792232513428,2.0
1000,,0.04634312184154987,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5469741039276124,3,,,1.4043300602436066,0.5,0.0003,0.22965741997957229,,1000,clean_peak_percentile,small_subset,,3.1479590253829954,1.0,1.6618028147220612,300,True,0.05398961156606674,,0.9747877717018127,1.0634815692901611,0.17738761007785797,3.0224170684814453,2.0
1000,,0.04630008829385042,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5463621118068696,4,,,1.268589002609253,0.5,0.0003,0.20406844347715378,,1000,clean_peak_percentile,small_subset,,3.143849822998047,1.0,1.6483963377475739,300,True,0.053798191249370575,,0.9744412302970886,1.0655839443206787,0.182285338640213,3.0218656063079834,2.0
1000,,0.046138816446065906,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5447316443920136,5,,,1.2013619780540465,0.5,0.0003,0.18105729186534883,,1000,clean_peak_percentile,small_subset,,3.1429218587875365,1.0,1.6352602906227112,300,True,0.05362710729241371,,0.9743871092796326,1.0432766675949097,0.13777904212474823,3.022069215774536,2.0
1000,,0.04602494131028652,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.545203732252121,6,,,1.073456346988678,0.5,0.0003,0.15293650601804257,,1000,clean_peak_percentile,small_subset,,3.144296577453613,1.0,1.621671986579895,300,True,0.0542030856013298,,0.9743428826332092,1.035141944885254,0.12159810215234756,3.020772933959961,2.0
1000,,0.0459346946850419,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5434551231861116,7,,,0.9799659234285355,0.5,0.0003,0.13085303474962712,,1000,clean_peak_percentile,small_subset,,3.1463763437271117,1.0,1.6088816435337068,300,True,0.053652115166187286,,0.9734097123146057,1.0289186239242554,0.11101776361465454,3.019061803817749,2.0
1000,,0.04586129959672689,scale_s1000_current_simple_fcn_h128_weak_peak_w2p0,current_simple_fcn_h128,,1.5443106660842896,8,,,0.913052016377449,0.5,0.0003,0.11640151698887348,,1000,clean_peak_percentile,small_subset,,3.1438444471359253,1.0,1.6025114216804504,300,True,0.05381324514746666,,0.973817765712738,1.0196138620376587,0.09159215539693832,3.020000696182251,2.0
