best_capacity,best_capacity_weak_hit_delta,best_capacity_weak_pd_delta,best_train_size_samples,best_train_size_weak_hit_delta,best_train_size_weak_pd_delta,capacity_gain_reaches_0p02,clean_peak_weak_overlap_mask_ratio,main_diagnosis,next_action,non_overlap_support,pfa_1e3_support,recommend_d6,scale_gain_reaches_0p02,weak_definition_jaccard
current_simple_fcn_h128,3,0.011450381679389277,1500,6,0.02290076335877861,False,0.49648838465694217,训练样本量可能是瓶颈之一，但仍需确认 non-overlap、narrow 与 PFA=1e-3 是否同步支持。,不进入 D6；优先修 weak target 定义、升级 RD/RA 表示，或把当前 range-only weak weighting 记录为负结果。,True,False,False,True,0.5448477263245723
